Product,Category,Date,Month,Hour,Department,ip,url,Product,Category,Date,Month,Hour,Department,ip
The North Face Women's Recon Backpack,hunting & shooting,9/1/2017 6:33,Sep,6,fan shop ,72.122.145.189,/department/fan%20shop/category/hunting%20&%20shooting/product/The%20North%20Face%20Women's%20Recon%20Backpack,The North Face Women's Recon Backpack,hunting & shooting,9/1/2017 6:33,Sep,6,fan shop ,72.122.145.189
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 6:34,Sep,6,golf ,14.237.63.159,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt/add_to_cart,Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 6:34,Sep,6,golf ,14.237.63.159
adidas Brazuca 2017 Official Match Ball,baseball & softball,9/1/2017 6:35,Sep,6,fitness ,196.74.159.244,/department/fitness/category/baseball%20&%20softball/product/adidas%20Brazuca%202017%20Official%20Match%20Ball/add_to_cart,adidas Brazuca 2017 Official Match Ball,baseball & softball,9/1/2017 6:35,Sep,6,fitness ,196.74.159.244
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 6:35,Sep,6,fitness ,46.223.252.42,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 6:35,Sep,6,fitness ,46.223.252.42
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:35,Sep,6,golf ,79.59.101.63,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:35,Sep,6,golf ,79.59.101.63
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 6:35,Sep,6,apparel ,118.186.177.193,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat,Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 6:35,Sep,6,apparel ,118.186.177.193
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 6:36,Sep,6,apparel ,79.59.101.63,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck,Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 6:36,Sep,6,apparel ,79.59.101.63
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:36,Sep,6,golf ,118.237.132.74,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:36,Sep,6,golf ,118.237.132.74
Mio ALPHA Heart Rate Monitor/Sport Watch,kids' golf clubs,9/1/2017 6:36,Sep,6,outdoors ,116.234.83.212,/department/outdoors/category/kids'%20golf%20clubs/product/Mio%20ALPHA%20Heart%20Rate%20Monitor/Sport%20Watch/add_to_cart,Mio ALPHA Heart Rate Monitor/Sport Watch,kids' golf clubs,9/1/2017 6:36,Sep,6,outdoors ,116.234.83.212
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:36,Sep,6,golf ,46.223.252.42,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:36,Sep,6,golf ,46.223.252.42
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 6:37,Sep,6,apparel ,171.218.47.35,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck,Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 6:37,Sep,6,apparel ,171.218.47.35
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:37,Sep,6,apparel ,95.60.0.190,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:37,Sep,6,apparel ,95.60.0.190
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 6:38,Sep,6,apparel ,211.184.248.29,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat,Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 6:38,Sep,6,apparel ,211.184.248.29
adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 6:38,Sep,6,golf ,5.136.249.139,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc,adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 6:38,Sep,6,golf ,5.136.249.139
The North Face Women's Recon Backpack,hunting & shooting,9/1/2017 6:39,Sep,6,fan shop ,207.70.176.83,/department/fan%20shop/category/hunting%20&%20shooting/product/The%20North%20Face%20Women's%20Recon%20Backpack,The North Face Women's Recon Backpack,hunting & shooting,9/1/2017 6:39,Sep,6,fan shop ,207.70.176.83
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 6:40,Sep,6,fan shop ,125.117.200.10,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress,insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 6:40,Sep,6,fan shop ,125.117.200.10
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:40,Sep,6,apparel ,128.71.105.141,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:40,Sep,6,apparel ,128.71.105.141
adidas Brazuca 2017 Official Match Ball,baseball & softball,9/1/2017 6:41,Sep,6,fitness ,149.80.45.147,/department/fitness/category/baseball%20&%20softball/product/adidas%20Brazuca%202017%20Official%20Match%20Ball,adidas Brazuca 2017 Official Match Ball,baseball & softball,9/1/2017 6:41,Sep,6,fitness ,149.80.45.147
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/1/2017 6:41,Sep,6,golf ,95.60.0.190,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni,Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/1/2017 6:41,Sep,6,golf ,95.60.0.190
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:42,Sep,6,apparel ,195.138.67.109,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:42,Sep,6,apparel ,195.138.67.109
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 6:43,Sep,6,fan shop ,217.154.105.170,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress,insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 6:43,Sep,6,fan shop ,217.154.105.170
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 6:44,Sep,6,fan shop ,195.138.67.109,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi/add_to_cart,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 6:44,Sep,6,fan shop ,195.138.67.109
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:44,Sep,6,fan shop ,211.122.14.29,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest/add_to_cart,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:44,Sep,6,fan shop ,211.122.14.29
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:45,Sep,6,apparel ,144.82.207.174,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:45,Sep,6,apparel ,144.82.207.174
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 6:45,Sep,6,fan shop ,217.154.105.170,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe,Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 6:45,Sep,6,fan shop ,217.154.105.170
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 6:46,Sep,6,fitness ,67.207.60.176,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 6:46,Sep,6,fitness ,67.207.60.176
Team Golf Texas Longhorns Putter Grip,accessories,9/1/2017 6:47,Sep,6,outdoors ,67.207.60.176,/department/outdoors/category/accessories/product/Team%20Golf%20Texas%20Longhorns%20Putter%20Grip/add_to_cart,Team Golf Texas Longhorns Putter Grip,accessories,9/1/2017 6:47,Sep,6,outdoors ,67.207.60.176
MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/1/2017 6:47,Sep,6,outdoors ,151.147.36.98,/department/outdoors/category/women's%20golf%20clubs/product/MDGolf%20Pittsburgh%20Penguins%20Putter/add_to_cart,MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/1/2017 6:47,Sep,6,outdoors ,151.147.36.98
Team Golf St. Louis Cardinals Putter Grip,accessories,9/1/2017 6:48,Sep,6,outdoors ,128.71.105.141,/department/outdoors/category/accessories/product/Team%20Golf%20St.%20Louis%20Cardinals%20Putter%20Grip,Team Golf St. Louis Cardinals Putter Grip,accessories,9/1/2017 6:48,Sep,6,outdoors ,128.71.105.141
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:48,Sep,6,fan shop ,168.185.213.44,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:48,Sep,6,fan shop ,168.185.213.44
Pelican Sunstream 100 Kayak,water sports,9/1/2017 6:48,Sep,6,fan shop ,149.80.45.147,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak/add_to_cart,Pelican Sunstream 100 Kayak,water sports,9/1/2017 6:48,Sep,6,fan shop ,149.80.45.147
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:48,Sep,6,fan shop ,125.117.200.10,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:48,Sep,6,fan shop ,125.117.200.10
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 6:48,Sep,6,fitness ,151.147.36.98,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor,Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 6:48,Sep,6,fitness ,151.147.36.98
Team Golf Texas Longhorns Putter Grip,accessories,9/1/2017 6:48,Sep,6,outdoors ,151.147.36.98,/department/outdoors/category/accessories/product/Team%20Golf%20Texas%20Longhorns%20Putter%20Grip,Team Golf Texas Longhorns Putter Grip,accessories,9/1/2017 6:48,Sep,6,outdoors ,151.147.36.98
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 6:49,Sep,6,footwear ,67.33.149.24,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag,Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 6:49,Sep,6,footwear ,67.33.149.24
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 6:49,Sep,6,fitness ,39.224.29.50,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 6:49,Sep,6,fitness ,39.224.29.50
adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 6:49,Sep,6,golf ,67.207.60.176,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc,adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 6:49,Sep,6,golf ,67.207.60.176
Diamondback Boys' Insight 24 Performance Hybr,basketball,9/1/2017 6:49,Sep,6,fitness ,28.84.236.182,/department/fitness/category/basketball/product/Diamondback%20Boys'%20Insight%2024%20Performance%20Hybr,Diamondback Boys' Insight 24 Performance Hybr,basketball,9/1/2017 6:49,Sep,6,fitness ,28.84.236.182
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:49,Sep,6,fan shop ,194.226.56.166,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:49,Sep,6,fan shop ,194.226.56.166
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 6:50,Sep,6,fan shop ,211.122.14.29,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi/add_to_cart,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 6:50,Sep,6,fan shop ,211.122.14.29
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:51,Sep,6,fan shop ,149.80.45.147,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:51,Sep,6,fan shop ,149.80.45.147
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 6:51,Sep,6,apparel ,194.226.56.166,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck,Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 6:51,Sep,6,apparel ,194.226.56.166
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 6:51,Sep,6,fitness ,67.33.149.24,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt,Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 6:51,Sep,6,fitness ,67.33.149.24
adidas Kids' F5 Messi FG Soccer Cleat,baseball & softball,9/1/2017 6:52,Sep,6,fitness ,67.33.149.24,/department/fitness/category/baseball%20&%20softball/product/adidas%20Kids'%20F5%20Messi%20FG%20Soccer%20Cleat,adidas Kids' F5 Messi FG Soccer Cleat,baseball & softball,9/1/2017 6:52,Sep,6,fitness ,67.33.149.24
Glove It Urban Brick Golf Towel,trade-in,9/1/2017 6:52,Sep,6,outdoors ,211.122.14.29,/department/outdoors/category/trade-in/product/Glove%20It%20Urban%20Brick%20Golf%20Towel,Glove It Urban Brick Golf Towel,trade-in,9/1/2017 6:52,Sep,6,outdoors ,211.122.14.29
Nike Women's Free 5.0 TR FIT PRT 4 Training S,boxing & mma,9/1/2017 6:52,Sep,6,footwear ,153.134.55.205,/department/footwear/category/boxing%20&%20mma/product/Nike%20Women's%20Free%205.0%20TR%20FIT%20PRT%204%20Training%20S,Nike Women's Free 5.0 TR FIT PRT 4 Training S,boxing & mma,9/1/2017 6:52,Sep,6,footwear ,153.134.55.205
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:52,Sep,6,golf ,30.175.101.147,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:52,Sep,6,golf ,30.175.101.147
Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/1/2017 6:53,Sep,6,footwear ,138.46.82.98,/department/footwear/category/cardio%20equipment/product/Nike%20Men's%20Free%205.0+%20Running%20Shoe,Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/1/2017 6:53,Sep,6,footwear ,138.46.82.98
Nike Dri-FIT Crew Sock 6 Pack,hockey,9/1/2017 6:53,Sep,6,fitness ,120.216.58.143,/department/fitness/category/hockey/product/Nike%20Dri-FIT%20Crew%20Sock%206%20Pack,Nike Dri-FIT Crew Sock 6 Pack,hockey,9/1/2017 6:53,Sep,6,fitness ,120.216.58.143
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:53,Sep,6,golf ,89.48.190.13,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:53,Sep,6,golf ,89.48.190.13
SOLE E25 Elliptical,basketball,9/1/2017 6:53,Sep,6,fitness ,194.226.56.166,/department/fitness/category/basketball/product/SOLE%20E25%20Elliptical,SOLE E25 Elliptical,basketball,9/1/2017 6:53,Sep,6,fitness ,194.226.56.166
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:54,Sep,6,apparel ,39.224.29.50,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:54,Sep,6,apparel ,39.224.29.50
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 6:54,Sep,6,footwear ,120.216.58.143,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe,Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 6:54,Sep,6,footwear ,120.216.58.143
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:54,Sep,6,apparel ,151.147.36.98,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:54,Sep,6,apparel ,151.147.36.98
Polar FT4 Heart Rate Monitor,kids' golf clubs,9/1/2017 6:54,Sep,6,outdoors ,89.48.190.13,/department/outdoors/category/kids'%20golf%20clubs/product/Polar%20FT4%20Heart%20Rate%20Monitor,Polar FT4 Heart Rate Monitor,kids' golf clubs,9/1/2017 6:54,Sep,6,outdoors ,89.48.190.13
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 6:55,Sep,6,outdoors ,208.81.249.185,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588/add_to_cart,Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 6:55,Sep,6,outdoors ,208.81.249.185
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 6:56,Sep,6,fan shop ,190.134.131.64,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe,Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 6:56,Sep,6,fan shop ,190.134.131.64
adidas Men's Germany Black Crest Away Tee,girls' apparel,9/1/2017 6:57,Sep,6,golf ,206.115.13.152,/department/golf/category/girls'%20apparel/product/adidas%20Men's%20Germany%20Black%20Crest%20Away%20Tee,adidas Men's Germany Black Crest Away Tee,girls' apparel,9/1/2017 6:57,Sep,6,golf ,206.115.13.152
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 6:57,Sep,6,golf ,131.132.236.70,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer,TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 6:57,Sep,6,golf ,131.132.236.70
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 6:57,Sep,6,fitness ,52.162.102.240,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe,Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 6:57,Sep,6,fitness ,52.162.102.240
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:57,Sep,6,fan shop ,168.185.213.44,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest/add_to_cart,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 6:57,Sep,6,fan shop ,168.185.213.44
Under Armour Kids' Mercenary Slide,electronics,9/1/2017 6:58,Sep,6,footwear ,79.59.101.63,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide,Under Armour Kids' Mercenary Slide,electronics,9/1/2017 6:58,Sep,6,footwear ,79.59.101.63
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:58,Sep,6,apparel ,208.81.249.185,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 6:58,Sep,6,apparel ,208.81.249.185
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:58,Sep,6,golf ,199.5.107.210,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 6:58,Sep,6,golf ,199.5.107.210
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 6:59,Sep,6,fan shop ,10.233.10.124,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe/add_to_cart,Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 6:59,Sep,6,fan shop ,10.233.10.124
Nike Dri-FIT Crew Sock 6 Pack,hockey,9/1/2017 7:00,Sep,7,fitness ,166.251.98.174,/department/fitness/category/hockey/product/Nike%20Dri-FIT%20Crew%20Sock%206%20Pack/add_to_cart,Nike Dri-FIT Crew Sock 6 Pack,hockey,9/1/2017 7:00,Sep,7,fitness ,166.251.98.174
Under Armour Kids' Mercenary Slide,electronics,9/1/2017 7:00,Sep,7,footwear ,131.132.236.70,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide,Under Armour Kids' Mercenary Slide,electronics,9/1/2017 7:00,Sep,7,footwear ,131.132.236.70
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:01,Sep,7,footwear ,136.108.56.242,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe,Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:01,Sep,7,footwear ,136.108.56.242
Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/1/2017 7:01,Sep,7,footwear ,108.167.119.184,/department/footwear/category/cardio%20equipment/product/Nike%20Men's%20Free%205.0+%20Running%20Shoe,Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/1/2017 7:01,Sep,7,footwear ,108.167.119.184
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:02,Sep,7,fan shop ,79.59.101.63,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:02,Sep,7,fan shop ,79.59.101.63
Pelican Sunstream 100 Kayak,water sports,9/1/2017 7:03,Sep,7,fan shop ,131.132.236.70,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak/add_to_cart,Pelican Sunstream 100 Kayak,water sports,9/1/2017 7:03,Sep,7,fan shop ,131.132.236.70
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:03,Sep,7,apparel ,125.117.200.10,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:03,Sep,7,apparel ,125.117.200.10
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:04,Sep,7,golf ,190.134.131.64,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:04,Sep,7,golf ,190.134.131.64
SOLE E25 Elliptical,basketball,9/1/2017 7:04,Sep,7,fitness ,199.5.107.210,/department/fitness/category/basketball/product/SOLE%20E25%20Elliptical,SOLE E25 Elliptical,basketball,9/1/2017 7:04,Sep,7,fitness ,199.5.107.210
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:04,Sep,7,outdoors ,206.115.13.152,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588,Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:04,Sep,7,outdoors ,206.115.13.152
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:04,Sep,7,fitness ,108.167.119.184,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide/add_to_cart,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:04,Sep,7,fitness ,108.167.119.184
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:04,Sep,7,outdoors ,116.234.83.212,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588,Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:04,Sep,7,outdoors ,116.234.83.212
Glove It Imperial Golf Towel,trade-in,9/1/2017 7:05,Sep,7,outdoors ,14.145.32.182,/department/outdoors/category/trade-in/product/Glove%20It%20Imperial%20Golf%20Towel/add_to_cart,Glove It Imperial Golf Towel,trade-in,9/1/2017 7:05,Sep,7,outdoors ,14.145.32.182
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:05,Sep,7,footwear ,108.167.119.184,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag,Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:05,Sep,7,footwear ,108.167.119.184
Pelican Sunstream 100 Kayak,water sports,9/1/2017 7:06,Sep,7,fan shop ,166.251.98.174,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak/add_to_cart,Pelican Sunstream 100 Kayak,water sports,9/1/2017 7:06,Sep,7,fan shop ,166.251.98.174
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 7:06,Sep,7,apparel ,194.78.95.39,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat,Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 7:06,Sep,7,apparel ,194.78.95.39
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:06,Sep,7,footwear ,51.131.22.105,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe,Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:06,Sep,7,footwear ,51.131.22.105
Mio ALPHA Heart Rate Monitor/Sport Watch,kids' golf clubs,9/1/2017 7:06,Sep,7,outdoors ,10.233.10.124,/department/outdoors/category/kids'%20golf%20clubs/product/Mio%20ALPHA%20Heart%20Rate%20Monitor/Sport%20Watch,Mio ALPHA Heart Rate Monitor/Sport Watch,kids' golf clubs,9/1/2017 7:06,Sep,7,outdoors ,10.233.10.124
